ID,WORD,VOCALIZED,WORD_TYPE,PLURAL,PLURAL_VOCALIZED
2154,ذاقنة ,ذاقنة ,اسم, ذواقن, ذواقن
2183,ذال ,ذال ,اسم, أذوال, أذوال
2125,ذباب ,ذباب ,اسم, أذبة, أذبة
2135,ذبالة ,ذبالة ,اسم, ذبال, ذبال
2131,ذبذب ,ذبذب ,اسم, ذباذب, ذباذب
2132,ذبذبة ,ذبذبة ,اسم, ذباذب, ذباذب
2133,ذبر ,ذبر ,اسم, ذبار, ذبار
2127,ذبيح ,ذبيح ,اسم, ذبحى, ذبحى
2128,ذبيحة ,ذبيحة ,اسم, ذبائح, ذبائح
2136,ذحل ,ذحل ,اسم, أذحال, أذحال
2137,ذخر ,ذخر ,اسم, أذخار, أذخار
2138,ذخيرة ,ذخيرة ,اسم, ذخائر, ذخائر
2141,ذراح ,ذراح ,اسم, ذراريح, ذراريح
2140,ذربة ,ذربة ,اسم, ذرب, ذرب
2148,ذروة ,ذروة ,اسم, ذرا, ذرا
2143,ذرور ,ذرور ,اسم, أذرة, أذرة
2139,ذرية ,ذرية ,اسم, ذراري, ذراري
2142,ذريحة ,ذريحة ,اسم, ذرائح, ذرائح
2144,ذريعة ,ذريعة ,اسم, ذرائع, ذرائع
2150,ذعاف ,ذعاف ,اسم, ذعف, ذعف
2152,ذفاف ,ذفاف ,اسم, أذفة, أذفة
2153,ذفاف ,ذفاف ,اسم, ذفف, ذفف
2151,ذفرى ,ذفرى ,اسم, ذفارى, ذفارى
2155,ذقن ,ذقن ,اسم, أذقان, أذقان
2157,ذكر ,ذكر ,اسم, ذكور, ذكور
2158,ذكر ,ذكر ,اسم, ذكور, ذكور
2160,ذل ,ذل ,اسم, أذلال, أذلال
2159,ذلذل ,ذلذل ,اسم, ذلاذل, ذلاذل
2161,ذليل ,ذليل ,اسم, أذلة, أذلة
2165,ذم ,ذم ,اسم, ذموم, ذموم
2164,ذمام ,ذمام ,اسم, أذمة, أذمة
2166,ذمة ,ذمة ,اسم, أذم, أذم
2167,ذمة ,ذمة ,اسم, ذمم, ذمم
2162,ذمر ,ذمر ,اسم, أذمار, أذمار
2163,ذمير ,ذمير ,اسم, أذمار, أذمار
2168,ذميم ,ذميم ,اسم, ذمام, ذمام
2169,ذميمة ,ذميمة ,اسم, ذمام, ذمام
2170,ذنابة ,ذنابة ,اسم, ذنائب, ذنائب
2171,ذنب ,ذنب ,اسم, أذناب, أذناب
3837,ذنب ,ذنب ,اسم, أصلاء, أصلاء
6332,ذنب ,ذنب ,اسم, نسانيس, نسانيس
2172,ذنوب ,ذنوب ,اسم, أذنبة, أذنبة
2174,ذهب ,ذهب ,اسم, أذهاب, أذهاب
2178,ذهن ,ذهن ,اسم, أذهان, أذهان
2184,ذواة ,ذواة ,اسم, ذوى, ذوى
2181,ذود ,ذود ,اسم, أذواد, أذواد
186,ذي ,ذي ,اسم, أموس, أموس
206,ذي ,ذي ,اسم, نماذج, نماذج
2392,ذي ,ذي ,اسم, رواذق, رواذق
3285,ذي ,ذي ,اسم, سمالق, سمالق
2185,ذيخ ,ذيخ ,اسم, أذياخ, أذياخ
2186,ذيخ ,ذيخ ,اسم, ذيخات, ذيخات
2188,ذيل ,ذيل ,اسم, أذيال, أذيال
2191,رأد ,رأد ,اسم, أرآد, أرآد
332,رأس ,رأس ,اسم, برانيط, برانيط
988,رأس ,رأس ,اسم, جهابل, جهابل
2196,رأس ,رأس ,اسم, أرؤس, أرؤس
2200,رأم ,رأم ,اسم, أرآم, أرآم
2203,رأي ,رأي ,اسم, آراء, آراء
2192,رؤد ,رؤد ,اسم, أرآد, أرآد
2202,رؤمة ,رؤمة ,اسم, رؤم, رؤم
2204,رؤيا ,رؤيا ,اسم, رؤى, رؤى
2189,رؤية ,رؤية ,اسم, رئاب, رئاب
2190,رئبال ,رئبال ,اسم, رآبيل, رآبيل
2205,رئة ,رئة ,اسم, رئات, رئات
2193,رئد ,رئد ,اسم, أرآد, أرآد
2194,رئد ,رئد ,اسم, رئدان, رئدان
2201,رئم ,رئم ,اسم, أرآم, أرآم
2197,رئيس ,رئيس ,اسم, رؤساء, رؤساء
2708,رائب ,رائب ,اسم, روبى, روبى
2712,رائحة ,رائحة ,اسم, روائح, روائح
2722,رائد ,رائد ,اسم, رواد, رواد
2723,رائد ,رائد ,اسم, روائد, روائد
2195,رائس ,رائس ,اسم, روائس, روائس
2225,رابض ,رابض ,اسم, ربوض, ربوض
2226,رابضة ,رابضة ,اسم, روابض, روابض
2232,رابطة ,رابطة ,اسم, روابط, روابط
2254,رابلة ,رابلة ,اسم, روابل, روابل
2261,رابية ,رابية ,اسم, رواب, رواب
2277,راتي ,راتي ,اسم, رتاة, رتاة
2306,راجع ,راجع ,اسم, رواجع, رواجع
2307,راجعة ,راجعة ,اسم, رواجع, رواجع
2316,راجف ,راجف ,اسم, رواجف, رواجف
2318,راجل ,راجل ,اسم, رجال, رجال
2713,راحة ,راحة ,اسم, راح, راح
2343,راحلة ,راحلة ,اسم, رواحل, رواحل
2344,راحول ,راحول ,اسم, رواحيل, رواحيل
2366,رادة ,رادة ,اسم, رواد, رواد
2373,رادع ,رادع ,اسم, روادع, روادع
2377,رادفة ,رادفة ,اسم, روادف, روادف
2725,راز ,راز ,اسم, رازة, رازة
2433,راسم ,راسم ,اسم, رواسم, رواسم
2434,راسوم ,راسوم ,اسم, رواسيم, رواسيم
2440,راسي ,راسي ,اسم, الرواسي, الرواسي
2445,راشح ,راشح ,اسم, رواشح, رواشح
2454,راشوم ,راشوم ,اسم, رواشيم, رواشيم
2462,راصد ,راصد ,اسم, رصد, رصد
2474,راصن ,راصن ,اسم, رواصن, رواصن
2484,راضع ,راضع ,اسم, رضع, رضع
2485,راضعة ,راضعة ,اسم, رواضع, رواضع
2520,راعد ,راعد ,اسم, رواعد, رواعد
2529,راعف ,راعف ,اسم, رواعف, رواعف
2515,راعوثة ,راعوثة ,اسم, رواعيث, رواعيث
2539,راعي ,راعي ,اسم, رعاة, رعاة
2540,راعية ,راعية ,اسم, رواع, رواع
2558,راغية ,راغية ,اسم, رواغ, رواغ
2564,رافد ,رافد ,اسم, رفاد, رفاد
2581,رافعة ,رافعة ,اسم, روافع, روافع
2632,راقن ,راقن ,اسم, رواقن, رواقن
2626,راقول ,راقول ,اسم, رواقيل, رواقيل
2633,راقي ,راقي ,اسم, رقاة, رقاة
2634,راقي ,راقي ,اسم, رواق, رواق
2639,راكبة ,راكبة ,اسم, رواكب, رواكب
2653,راكدة ,راكدة ,اسم, رواكد, رواكد
2640,راكوب ,راكوب ,اسم, رواكيب, رواكيب
2199,رال ,رال ,اسم, أرؤل, أرؤل
2678,رامس ,رامس ,اسم, روامس, روامس
2679,رامسة ,رامسة ,اسم, روامس, روامس
2675,راموز ,راموز ,اسم, رواميز, رواميز
2677,راموس ,راموس ,اسم, رواميس, رواميس
2694,رانفة ,رانفة ,اسم, روانف, روانف
2696,راهب ,راهب ,اسم, رهبان, رهبان
2697,راهب ,راهب ,اسم, رهابين, رهابين
2729,راووق ,راووق ,اسم, رواويق, رواويق
2732,راوول ,راوول ,اسم, رواويل, رواويل
2736,راوي ,راوي ,اسم, رواة, رواة
2737,راوية ,راوية ,اسم, روايا, روايا
2748,راية ,راية ,اسم, راي, راي
2211,رب ,رب ,اسم, أرباب, أرباب
2212,رب ,رب ,اسم, ربوب, ربوب
2233,رباط ,رباط ,اسم, ربط, ربط
2260,ربان ,ربان ,اسم, ربابين, ربابين
2214,ربة ,ربة ,اسم, رباب, رباب
2215,ربة ,ربة ,اسم, ربب, ربب
2216,ربة ,ربة ,اسم, ربب, ربب
2220,ربح ,ربح ,اسم, رباح, رباح
2221,ربح ,ربح ,اسم, أرباح, أرباح
2224,ربذة ,ربذة ,اسم, ربذ, ربذ
2227,ربض ,ربض ,اسم, أرباض, أرباض
2228,ربض ,ربض ,اسم, أرباض, أرباض
2229,ربض ,ربض ,اسم, أرباض, أرباض
2230,ربضة ,ربضة ,اسم, ربض, ربض
2237,ربع ,ربع ,اسم, أرباع, أرباع
2238,ربع ,ربع ,اسم, رباع, رباع
2239,ربع ,ربع ,اسم, رباع, رباع
2251,ربق ,ربق ,اسم, أرباق, أرباق
2252,ربقة ,ربقة ,اسم, رباق, رباق
2255,ربل ,ربل ,اسم, ربول, ربول
2256,ربلة ,ربلة ,اسم, ربلات, ربلات
2262,ربوة ,ربوة ,اسم, ربى, ربى
2231,ربوض ,ربوض ,اسم, ربض, ربض
2240,ربوع ,ربوع ,اسم, ربع, ربع
2213,ربى ,ربى ,اسم, رباب, رباب
2207,ربيء ,ربيء ,اسم, ربايا, ربايا
2208,ربيئة ,ربيئة ,اسم, ربايا, ربايا
2219,ربيئة ,ربيئة ,اسم, ربائث, ربائث
2217,ربيب ,ربيب ,اسم, أرباء, أرباء
2218,ربيبة ,ربيبة ,اسم, ربائب, ربائب
2222,ربيدة ,ربيدة ,اسم, ربائد, ربائد
2234,ربيطة ,ربيطة ,اسم, ربائط, ربائط
2241,ربيع ,ربيع ,اسم, أربعاء, أربعاء
2242,ربيعة ,ربيعة ,اسم, ربائع, ربائع
2267,رت ,رت ,اسم, رتوت, رتوت
2268,رتاج ,رتاج ,اسم, رتج, رتج
2269,رتاجة ,رتاجة ,اسم, رتائج, رتائج
2264,رتبة ,رتبة ,اسم, رتب, رتب
2265,رتبة ,رتبة ,اسم, رتب, رتب
2270,رتج ,رتج ,اسم, أرتاج, أرتاج
2272,رتقة ,رتقة ,اسم, رتق, رتق
2273,رتل ,رتل ,اسم, أرتال, أرتال
2274,رتمة ,رتمة ,اسم, رتم, رتم
2275,رتيمة ,رتيمة ,اسم, رتائم, رتائم
2280,رث ,رث ,اسم, رثاث, رثاث
2281,رثة ,رثة ,اسم, رثث, رثث
2283,رثد ,رثد ,اسم, أرثاد, أرثاد
2284,رثد ,رثد ,اسم, أرثاد, أرثاد
2285,رثدة ,رثدة ,اسم, رثد, رثد
2287,رثمة ,رثمة ,اسم, رثام, رثام
2288,رثمة ,رثمة ,اسم, رثام, رثام
2290,رثنة ,رثنة ,اسم, رثان, رثان
2282,رثيث ,رثيث ,اسم, رثاث, رثاث
2336,رجا ,رجا ,اسم, أرجاء, أرجاء
2296,رجاح ,رجاح ,اسم, رجح, رجح
2302,رجازة ,رجازة ,اسم, رجائز, رجائز
2308,رجاع ,رجاع ,اسم, أرجعة, أرجعة
2326,رجام ,رجام ,اسم, رجم, رجم
2293,رجب ,رجب ,اسم, أرجاب, أرجاب
2294,رجبة ,رجبة ,اسم, رجب, رجب
2299,رجرج ,رجرج ,اسم, رجارج, رجارج
2300,رجرجة ,رجرجة ,اسم, رجارج, رجارج
2303,رجز ,رجز ,اسم, أرجاز, أرجاز
2304,رجس ,رجس ,اسم, أرجاس, أرجاس
2309,رجع ,رجع ,اسم, رجاع, رجاع
637,رجل ,رجل ,اسم, ثناد, ثناد
1115,رجل ,رجل ,اسم, حدود, حدود
2319,رجل ,رجل ,اسم, أرجل, أرجل
2320,رجل ,رجل ,اسم, أرجال, أرجال
2321,رجل ,رجل ,اسم, رجال, رجال
4441,رجل ,رجل ,اسم, عشائر, عشائر
2322,رجلان ,رجلان ,اسم, رجالى, رجالى
2323,رجلة ,رجلة ,اسم, رجل, رجل
2327,رجم ,رجم ,اسم, رجوم, رجوم
2328,رجم ,رجم ,اسم, رجام, رجام
2329,رجمة ,رجمة ,اسم, رجام, رجام
2330,رجمة ,رجمة ,اسم, رجم, رجم
2310,رجيع ,رجيع ,اسم, رجع, رجع
2311,رجيعة ,رجيعة ,اسم, رجائع, رجائع
2324,رجيل ,رجيل ,اسم, أرجلة, أرجلة
2333,رجينة ,رجينة ,اسم, رجائن, رجائن
2352,رحا ,رحا ,اسم, أرح, أرح
2353,رحا ,رحا ,اسم, أرحاء, أرحاء
2345,رحالة ,رحالة ,اسم, رحائل, رحائل
2337,رحبة ,رحبة ,اسم, رحاب, رحاب
2338,رحبة ,رحبة ,اسم, رحب, رحب
2346,رحل ,رحل ,اسم, أرحل, أرحل
2347,رحلة ,رحلة ,اسم, رحل, رحل
2349,رحم ,رحم ,اسم, أرحام, أرحام
2339,رحيب ,رحيب ,اسم, رحب, رحب
2340,رحيب ,رحيب ,اسم, رحائب, رحائب
2350,رحيم ,رحيم ,اسم, رحماء, رحماء
2354,رخ ,رخ ,اسم, رخاخ, رخاخ
2355,رخاء ,رخاء ,اسم, رخاخي, رخاخي
2356,رخفة ,رخفة ,اسم, رخاف, رخاف
2357,رخل ,رخل ,اسم, أرخل, أرخل
2367,رد ,رد ,اسم, ردود, ردود
2368,رد ,رد ,اسم, ردود, ردود
2359,ردء ,ردء ,اسم, أرداء, أرداء
2387,رداء ,رداء ,اسم, أردية, أردية
2388,رداة ,رداة ,اسم, ردى, ردى
2363,رداح ,رداح ,اسم, ردح, ردح
2361,ردب ,ردب ,اسم, ردوب, ردوب
2362,ردج ,ردج ,اسم, أرداج, أرداج
2364,ردح ,ردح ,اسم, أرداح, أرداح
2374,ردعاء ,ردعاء ,اسم, ردع, ردع
2376,ردغة ,ردغة ,اسم, رداغ, رداغ
2378,ردف ,ردف ,اسم, أرداف, أرداف
2381,ردم ,ردم ,اسم, ردوم, ردوم
2384,ردن ,ردن ,اسم, أردان, أردان
2386,ردهة ,ردهة ,اسم, رده, رده
2365,ردوح ,ردوح ,اسم, ردح, ردح
2360,رديء ,رديء ,اسم, أردئاء, أردئاء
3092,رديء ,رديء ,اسم, أسغان, أسغان
2369,رديد ,رديد ,اسم, ردد, ردد
2379,رديف ,رديف ,اسم, أرداف, أرداف
2382,رديم ,رديم ,اسم, ردم, ردم
2383,رديمة ,رديمة ,اسم, ردم, ردم
2394,رذل ,رذل ,اسم, أرذل, أرذل
2395,رذيل ,رذيل ,اسم, رذلاء, رذلاء
2396,رذيلة ,رذيلة ,اسم, رذائل, رذائل
2397,رزء ,رزء ,اسم, أرزاء, أرزاء
2411,رزدق ,رزدق ,اسم, رزادق, رزادق
2413,رزغة ,رزغة ,اسم, رزغ, رزغ
2414,رزق ,رزق ,اسم, أرزاق, أرزاق
2415,رزقة ,رزقة ,اسم, رزقات, رزقات
2416,رزقة ,رزقة ,اسم, رزق, رزق
2417,رزمة ,رزمة ,اسم, رزم, رزم
2419,رزن ,رزن ,اسم, رزون, رزون
2420,رزن ,رزن ,اسم, (, (
2421,رزنة ,رزنة ,اسم, رزان, رزان
2398,رزيئة ,رزيئة ,اسم, رزايا, رزايا
2430,رسالة ,رسالة ,اسم, رسائل, رسائل
2425,رسحاء ,رسحاء ,اسم, رسح, رسح
2429,رسغ ,رسغ ,اسم, أرساغ, أرساغ
2431,رسل ,رسل ,اسم, أرسال, أرسال
2438,رسن ,رسن ,اسم, أرسان, أرسان
2422,رسوب ,رسوب ,اسم, رسب, رسب
2441,رسوة ,رسوة ,اسم, رسوات, رسوات
2435,رسوم ,رسوم ,اسم, رسم, رسم
2428,رسيع ,رسيع ,اسم, رسع, رسع
2449,رش ,رش ,اسم, رشاش, رشاش
2444,رشأ ,رشأ ,اسم, أرشاء, أرشاء
2459,رشاء ,رشاء ,اسم, أرشية, أرشية
2460,رشاة ,رشاة ,اسم, رشا, رشا
2448,رشادة ,رشادة ,اسم, الرشاد, الرشاد
2452,رشق ,رشق ,اسم, أرشاق, أرشاق
2455,رشم ,رشم ,اسم, أرشام, أرشام
2461,رشوة ,رشوة ,اسم, رشأ, رشأ
2463,رصد ,رصد ,اسم, أرصاد, أرصاد
2464,رصدة ,رصدة ,اسم, رصاد, رصاد
2465,رصدة ,رصدة ,اسم, رصد, رصد
2471,رصفة ,رصفة ,اسم, رصف, رصف
2469,رصيعة ,رصيعة ,اسم, رصائع, رصائع
2472,رصيف ,رصيف ,اسم, رصف, رصف
2491,رضفة ,رضفة ,اسم, رضف, رضف
2492,رضفة ,رضفة ,اسم, رضف, رضف
2494,رضمة ,رضمة ,اسم, رضم, رضم
2495,رضمة ,رضمة ,اسم, رضم, رضم
2486,رضوعة ,رضوعة ,اسم, رضائع, رضائع
2479,رضيخة ,رضيخة ,اسم, رضائخ, رضائخ
2487,رضيع ,رضيع ,اسم, رضع, رضع
2488,رضيع ,رضيع ,اسم, رضعاء, رضعاء
2489,رضيع ,رضيع ,اسم, رضائع, رضائع
2496,رطب ,رطب ,اسم, رطب, رطب
2497,رطب ,رطب ,اسم, أرطاب, أرطاب
4439,رطب ,رطب ,اسم, أعشاب, أعشاب
2498,رطبة ,رطبة ,اسم, رطاب, رطاب
2500,رطل ,رطل ,اسم, أرطال, أرطال
2501,رطل ,رطل ,اسم, رطال, رطال
2499,رطيط ,رطيط ,اسم, رطاط, رطاط
2503,رعب ,رعب ,اسم, رعبة, رعبة
2509,رعبب ,رعبب ,اسم, رعابيب, رعابيب
2510,رعبل ,رعبل ,اسم, رعابل, رعابل
2511,رعبلة ,رعبلة ,اسم, رعابل, رعابل
2512,رعبلة ,رعبلة ,اسم, رعابل, رعابل
2507,رعبوب ,رعبوب ,اسم, رعابيب, رعابيب
2508,رعبوبة ,رعبوبة ,اسم, رعابيب, رعابيب
2513,رعبولة ,رعبولة ,اسم, رعابيل, رعابيل
2516,رعث ,رعث ,اسم, رعاث, رعاث
2517,رعثاء ,رعثاء ,اسم, رعث, رعث
2518,رعثة ,رعثة ,اسم, رعاث, رعاث
2519,رعثة ,رعثة ,اسم, رعث, رعث
2521,رعد ,رعد ,اسم, رعود, رعود
2522,رعديد ,رعديد ,اسم, رعاديد, رعاديد
2523,رعديدة ,رعديدة ,اسم, رعاديد, رعاديد
2524,رعرع ,رعرع ,اسم, رعارع, رعارع
2525,رعرع ,رعرع ,اسم, رعارع, رعارع
2526,رعشاء ,رعشاء ,اسم, رعش, رعش
2527,رعظ ,رعظ ,اسم, أرعاظ, أرعاظ
2531,رعلاء ,رعلاء ,اسم, رعل, رعل
2532,رعلة ,رعلة ,اسم, رعال, رعال
2535,رعم ,رعم ,اسم, رعوم, رعوم
2537,رعن ,رعن ,اسم, رعون, رعون
2538,رعناء ,رعناء ,اسم, رعن, رعن
2541,رعي ,رعي ,اسم, أرعاء, أرعاء
2504,رعيب ,رعيب ,اسم, رعب, رعب
2542,رعية ,رعية ,اسم, رعايا, رعايا
2533,رعيل ,رعيل ,اسم, رعال, رعال
2544,رغاب ,رغاب ,اسم, رغب, رغب
2560,رغاوة ,رغاوة ,اسم, رغاوى, رغاوى
2559,رغاوى ,رغاوى ,اسم, دغاوى, دغاوى
2551,رغس ,رغس ,اسم, أرغاس, أرغاس
2552,رغس ,رغس ,اسم, أرغاس, أرغاس
2554,رغلة ,رغلة ,اسم, رغل, رغل
2561,رغوة ,رغوة ,اسم, رغى, رغى
2548,رغوث ,رغوث ,اسم, رغاث, رغاث
2555,رغول ,رغول ,اسم, رغل, رغل
2545,رغيب ,رغيب ,اسم, رغاب, رغاب
2546,رغيبة ,رغيبة ,اسم, رغائب, رغائب
2549,رغيدة ,رغيدة ,اسم, رغائد, رغائد
2553,رغيف ,رغيف ,اسم, أرغفة, أرغفة
2588,رف ,رف ,اسم, رفوف, رفوف
2587,رفافة ,رفافة ,اسم, رفائف, رفائف
2589,رفاق ,رفاق ,اسم, رفق, رفق
2596,رفال ,رفال ,اسم, رفل, رفل
2565,رفد ,رفد ,اسم, أرفاد, أرفاد
2566,رفد ,رفد ,اسم, أرفاد, أرفاد
2567,رفدة ,رفدة ,اسم, رفد, رفد
2573,رفرف ,رفرف ,اسم, رفارف, رفارف
2574,رفرفة ,رفرفة ,اسم, رفارف, رفارف
2578,رفصة ,رفصة ,اسم, رفص, رفص
2579,رفض ,رفض ,اسم, رفوض, رفوض
2585,رفغ ,رفغ ,اسم, أرفغ, أرفغ
2586,رفغ ,رفغ ,اسم, أرفغ, أرفغ
2590,رفقة ,رفقة ,اسم, رفق, رفق
2597,رفل ,رفل ,اسم, رفول, رفول
2598,رفل ,رفل ,اسم, أرفال, أرفال
2568,رفود ,رفود ,اسم, رفد, رفد
2575,رفوس ,رفوس ,اسم, رفس, رفس
2569,رفيدة ,رفيدة ,اسم, رفائد, رفائد
2582,رفيعة ,رفيعة ,اسم, رفائع, رفائع
2591,رفيق ,رفيق ,اسم, رفقاء, رفقاء
2592,رفيقة ,رفيقة ,اسم, رفائق, رفائق
2620,رق ,رق ,اسم, رقوق, رقوق
2621,رق ,رق ,اسم, رقوق, رقوق
2622,رق ,رق ,اسم, رقوق, رقوق
2601,رقبة ,رقبة ,اسم, رقب, رقب
2602,رقبة ,رقبة ,اسم, رقاب, رقاب
2623,رقة ,رقة ,اسم, رقاق, رقاق
6896,رقة ,رقة ,اسم, رقات, رقات
2608,رقش ,رقش ,اسم, رقوش, رقوش
6168,رقش ,رقش ,اسم, نوابغ, نوابغ
2612,رقط ,رقط ,اسم, أرقاط, أرقاط
2613,رقطاء ,رقطاء ,اسم, رقط, رقط
2614,رقطة ,رقطة ,اسم, رقط, رقط
2616,رقعاء ,رقعاء ,اسم, رقع, رقع
2617,رقعة ,رقعة ,اسم, رقع, رقع
2627,رقلة ,رقلة ,اسم, رقال, رقال
2630,رقم ,رقم ,اسم, أرقام, أرقام
2635,رقوة ,رقوة ,اسم, رقا, رقا
2606,رقود ,رقود ,اسم, رقد, رقد
2603,رقيب ,رقيب ,اسم, رقباء, رقباء
2636,رقية ,رقية ,اسم, رقى, رقى
2663,رك ,رك ,اسم, أركاك, أركاك
2641,ركاب ,ركاب ,اسم, ركب, ركب
2657,ركاس ,ركاس ,اسم, ركس, ركس
2658,ركاسة ,ركاسة ,اسم, ركائس, ركائس
2642,ركب ,ركب ,اسم, أركب, أركب
2643,ركب ,ركب ,اسم, ركاب, ركاب
2644,ركبة ,ركبة ,اسم, ركب, ركب
2649,ركح ,ركح ,اسم, أركاح, أركاح
2650,ركحاء ,ركحاء ,اسم, ركح, ركح
2651,ركحة ,ركحة ,اسم, ركح, ركح
2654,ركز ,ركز ,اسم, ركوزا, ركوزا
2655,ركزة ,ركزة ,اسم, ركز, ركز
2659,ركس ,ركس ,اسم, أركاس, أركاس
2645,ركوب ,ركوب ,اسم, ركب, ركب
2646,ركوبة ,ركوبة ,اسم, ركائب, ركائب
2669,ركوة ,ركوة ,اسم, ركاء, ركاء
2670,ركية ,ركية ,اسم, ركايا, ركايا
2656,ركيزة ,ركيزة ,اسم, ركاز, ركاز
2664,ركيك ,ركيك ,اسم, ركاك, ركاك
2665,ركيكة ,ركيكة ,اسم, ركاك, ركاك
2674,رماد ,رماد ,اسم, أرمدة, أرمدة
2688,رمة ,رمة ,اسم, رم, رم
2689,رمة ,رمة ,اسم, رمم, رمم
2671,رمث ,رمث ,اسم, أرماث, أرماث
2672,رمح ,رمح ,اسم, رماح, رماح
2676,رمز ,رمز ,اسم, رموز, رموز
2680,رمس ,رمس ,اسم, رموس, رموس
2682,رمق ,رمق ,اسم, أرماق, أرماق
2683,رمكة ,رمكة ,اسم, رمك, رمك
2686,رمل ,رمل ,اسم, رمال, رمال
2687,رمل ,رمل ,اسم, أرمال, أرمال
2690,رمي ,رمي ,اسم, أرماء, أرماء
2691,رمية ,رمية ,اسم, رمايا, رمايا
2695,رناء ,رناء ,اسم, أرنية, أرنية
2698,رهابة ,رهابة ,اسم, رهاب, رهاب
2116,رهبان ,رهبان ,اسم, أديار, أديار
2699,رهدن ,رهدن ,اسم, رهادن, رهادن
2701,رهط ,رهط ,اسم, أرهط, أرهط
2702,رهمة ,رهمة ,اسم, رهم, رهم
2703,رهن ,رهن ,اسم, رهان, رهان
2705,رهو ,رهو ,اسم, رهاء, رهاء
2706,رهوة ,رهوة ,اسم, رهاء, رهاء
2704,رهينة ,رهينة ,اسم, رهائن, رهائن
2738,رواء ,رواء ,اسم, أروية, أروية
2730,رواق ,رواق ,اسم, أروقة, أروقة
2709,روبان ,روبان ,اسم, روبى, روبى
2243,روبع ,روبع ,اسم, روابع, روابع
2244,روبعة ,روبعة ,اسم, روابع, روابع
2711,روث ,روث ,اسم, أرواث, أرواث
2714,روح ,روح ,اسم, أرواح, أرواح
2715,روح ,روح ,اسم, أرواح, أرواح
2792,روح ,روح ,اسم, زغاليل, زغاليل
2436,روسم ,روسم ,اسم, رواسم, رواسم
2456,روشم ,روشم ,اسم, رواشم, رواشم
2458,روشن ,روشن ,اسم, رواشن, رواشن
2726,روضة ,روضة ,اسم, روض, روض
2731,روق ,روق ,اسم, أرواق, أرواق
4875,رومان ,رومان ,اسم, غيران, غيران
2733,رون ,رون ,اسم, روون, روون
2739,روية ,روية ,اسم, روايا, روايا
2257,ريبال ,ريبال ,اسم, ربابيل, ربابيل
2742,ريبة ,ريبة ,اسم, ريب, ريب
2716,ريح ,ريح ,اسم, رياح, رياح
3743,ريح ,ريح ,اسم, صوارد, صوارد
2717,ريحان ,ريحان ,اسم, رياحين, رياحين
2743,ريد ,ريد ,اسم, ريود, ريود
2744,ريش ,ريش ,اسم, أرياش, أرياش
2745,ريع ,ريع ,اسم, ريوع, ريوع
2746,ريف ,ريف ,اسم, أرياف, أرياف
2747,ريق ,ريق ,اسم, أرياق, أرياق
2881,زائدة ,زائدة ,اسم, زوائد, زوائد
2873,زائلة ,زائلة ,اسم, زوائل, زوائل
2762,زاجل ,زاجل ,اسم, زواجل, زواجل
2771,زاخر ,زاخر ,اسم, زواخر, زواخر
2866,زاد ,زاد ,اسم, أزواد, أزواد
2871,زاغ ,زاغ ,اسم, زيغان, زيغان
2793,زافرة ,زافرة ,اسم, زوافر, زوافر
2797,زاقي ,زاقي ,اسم, زواق, زواق
2876,زامة ,زامة ,اسم, زام, زام
2818,زامخ ,زامخ ,اسم, زمخ, زمخ
2833,زاملة ,زاملة ,اسم, زوامل, زوامل
2877,زانة ,زانة ,اسم, زان, زان
2852,زاهد ,زاهد ,اسم, زهد, زهد
2853,زاهد ,زاهد ,اسم, زواهد, زواهد
2857,زاهر ,زاهر ,اسم, زواهر, زواهر
2861,زاهق ,زاهق ,اسم, زهق, زهق
2862,زاهق ,زاهق ,اسم, زواهق, زواهق
2863,زاهق ,زاهق ,اسم, زواهق, زواهق
2879,زاوية ,زاوية ,اسم, زوايا, زوايا
2749,زبدية ,زبدية ,اسم, زبادي, زبادي
2750,زبر ,زبر ,اسم, زبور, زبور
2751,زبرة ,زبرة ,اسم, زبر, زبر
2754,زبرج ,زبرج ,اسم, زبارج, زبارج
2755,زبرقان ,زبرقان ,اسم, زباريق, زباريق
2752,زبور ,زبور ,اسم, زبر, زبر
2760,زبية ,زبية ,اسم, زبى, زبى
2757,زبيل ,زبيل ,اسم, زبل, زبل
2761,زج ,زج ,اسم, زجاج, زجاج
2763,زجال ,زجال ,اسم, زجالة, زجالة
2764,زجل ,زجل ,اسم, أزجال, أزجال
2765,زجلة ,زجلة ,اسم, زجل, زجل
2766,زحف ,زحف ,اسم, زحوف, زحوف
2769,زحلوفة ,زحلوفة ,اسم, زحاليف, زحاليف
2770,زحلوقة ,زحلوقة ,اسم, زحاليق, زحاليق
2767,زحوف ,زحوف ,اسم, زحف, زحف
2772,زخرف ,زخرف ,اسم, زخارف, زخارف
2782,زرافة ,زرافة ,اسم, زرافى, زرافى
2773,زرب ,زرب ,اسم, زروب, زروب
2774,زربية ,زربية ,اسم, زرابي, زرابي
2776,زرد ,زرد ,اسم, زرود, زرود
2779,زرزور ,زرزور ,اسم, زرازير, زرازير
2780,زرع ,زرع ,اسم, زروع, زروع
2783,زرق ,زرق ,اسم, زراريق, زراريق
2775,زريبة ,زريبة ,اسم, زرائب, زرائب
2427,زس ,زس ,اسم, رساس, رساس
2787,زعمة ,زعمة ,اسم, زعمات, زعمات
2789,زعنفة ,زعنفة ,اسم, زعانف, زعانف
2790,زعنفة ,زعنفة ,اسم, زعانف, زعانف
